table_name,column_name,data_type,status,null_count,null_pct,distinct_count
transactions,hash,String,OK,0,0.0,3000
transactions,size,Int64,NOT_CHECKED,0,0.0,482
transactions,virtual_size,Int64,NOT_CHECKED,0,0.0,398
transactions,version,Int64,NOT_CHECKED,0,0.0,2
transactions,lock_time,Int64,NOT_CHECKED,0,0.0,82
transactions,block_hash,String,OK,0,0.0,248
transactions,block_number,Int64,NOT_CHECKED,0,0.0,248
transactions,block_timestamp,"Datetime(time_unit='ns', time_zone='UTC')",OK,0,0.0,248
transactions,block_timestamp_month,Date,OK,0,0.0,2
transactions,input_count,Int64,NOT_CHECKED,0,0.0,31
transactions,output_count,Int64,NOT_CHECKED,0,0.0,39
transactions,input_value,"Decimal(precision=38, scale=9)",NOT_CHECKED,1,0.03333333333333333,2841
transactions,output_value,"Decimal(precision=38, scale=9)",NOT_CHECKED,0,0.0,2814
transactions,is_coinbase,Boolean,NOT_CHECKED,0,0.0,2
transactions,fee,"Decimal(precision=38, scale=9)",NOT_CHECKED,0,0.0,1124
transactions,inputs,"List(Struct({'index': Int64, 'spent_transaction_hash': String, 'spent_output_index': Int64, 'script_asm': String, 'script_hex': String, 'sequence': Int64, 'required_signatures': Int64, 'type': String, 'addresses': List(String), 'value': Decimal(precision=38, scale=9)}))",NOT_CHECKED,0,0.0,
transactions,outputs,"List(Struct({'index': Int64, 'script_asm': String, 'script_hex': String, 'required_signatures': Int64, 'type': String, 'addresses': List(String), 'value': Decimal(precision=38, scale=9)}))",NOT_CHECKED,0,0.0,
blocks,hash,String,OK,0,0.0,2000
blocks,size,Int64,NOT_CHECKED,0,0.0,1897
blocks,stripped_size,Int64,NOT_CHECKED,0,0.0,1897
blocks,weight,Int64,NOT_CHECKED,0,0.0,1897
blocks,number,Int64,NOT_CHECKED,0,0.0,2000
blocks,version,Int64,NOT_CHECKED,0,0.0,1
blocks,merkle_root,String,OK,0,0.0,2000
blocks,timestamp,"Datetime(time_unit='ns', time_zone='UTC')",OK,0,0.0,2000
blocks,timestamp_month,Date,OK,0,0.0,1
blocks,nonce,String,OK,0,0.0,2000
blocks,bits,String,OK,0,0.0,2
blocks,coinbase_param,String,OK,0,0.0,1306
blocks,transaction_count,Int64,NOT_CHECKED,0,0.0,214
