table_name,column_name,data_type,status,null_count,null_pct,distinct_count
fct_avaibility_part,station_code,INT64,NOT_LOADED,N/A,N/A,N/A
fct_avaibility_part,station_name,String,ERROR,0,0,1460
fct_avaibility_part,capacity,INT64,NOT_LOADED,N/A,N/A,N/A
fct_avaibility_part,docks_available,INT64,NOT_LOADED,N/A,N/A,N/A
fct_avaibility_part,mechanical,INT64,NOT_LOADED,N/A,N/A,N/A
fct_avaibility_part,ebike,INT64,NOT_LOADED,N/A,N/A,N/A
fct_avaibility_part,duedate,TIMESTAMP,NOT_LOADED,N/A,N/A,N/A
fct_avaibility_part,bikes_available,Int64,ERROR,0,0,69
fct_avaibility_part,rate_bike_available,FLOAT64,NOT_LOADED,N/A,N/A,N/A
fct_avaibility_part,rate_dock_available,FLOAT64,NOT_LOADED,N/A,N/A,N/A
fct_avaibility_part,bikes_out_of_order,INT64,NOT_LOADED,N/A,N/A,N/A
fct_avaibility_part,collected_at,"Datetime(time_unit='ns', time_zone=None)",OK,0,0,2610
fct_avaibility_part,rounded_collected_at,"Datetime(time_unit='ns', time_zone=None)",OK,0,0,2610
