table_name,column_name,data_type,status,null_count,null_pct,distinct_count
fct_avaibility,station_code,Int64,NOT_CHECKED,0,0.0,1492
fct_avaibility,station_name,String,ERROR,0,0.0,1489
fct_avaibility,capacity,Int64,NOT_CHECKED,6,0.06,73
fct_avaibility,docks_available,Int64,NOT_CHECKED,0,0.0,66
fct_avaibility,mechanical,Int64,NOT_CHECKED,0,0.0,63
fct_avaibility,ebike,Int64,NOT_CHECKED,0,0.0,40
fct_avaibility,duedate,"Datetime(time_unit='ns', time_zone='UTC')",OK,0,0.0,9975
fct_avaibility,bikes_available,Int64,NOT_CHECKED,0,0.0,68
fct_avaibility,rate_bike_available,Float64,NOT_CHECKED,959,9.59,1054
fct_avaibility,rate_dock_available,Float64,NOT_CHECKED,959,9.59,1048
fct_avaibility,bikes_out_of_order,Int64,NOT_CHECKED,6,0.06,92
fct_avaibility,collected_at,"Datetime(time_unit='ns', time_zone=None)",OK,0,0.0,7583
fct_avaibility,rounded_collected_at,"Datetime(time_unit='ns', time_zone=None)",OK,0,0.0,7582
